-626.071,571.797,
-626.071,571.797,
-626.071,571.797,
-626.638,571.173,
-628.962,571.554,
-630.066,574.386,
-628.74,578.055,
-626.191,584.187,
-622.422,592.784,
-616.228,602.22,
-608.824,614.114,
-599.759,627.476,
-589.348,643.458,
-575.401,660.414,
-561.42,679.625,
-545.79,700.29,
-528.26,722.706,
-508.464,747.645,
-488.038,774.017,
-465.866,801.956,
-408.425,868.243,
-381.621,897.206,
-386.981,891.387,
-359.499,921.509,
-333.264,951.348,
-274.134,1015.52,
-279.006,1010.4,
-252.886,1040.1,
-226.707,1069.86,
-198.931,1098.79,
-172.812,1128.48,
-145.637,1158.22,
-119.654,1187.75,
-92.9805,1216.57,
-65.8798,1246.23,
-39.9573,1275.69,
-13.9749,1305.22,
12.9897,1334.73,
39.5708,1363.44,
66.5755,1392.98,
92.4216,1422.37,
118.96,1451.03,
145.92,1480.53,
171.731,1509.87,
198.234,1538.5,
225.091,1567.89,
250.937,1597.27,
277.837,1626.7,
304.238,1655.22,
330.057,1684.57,
356.928,1713.97,
382.671,1743.24,
409.103,1771.79,
435.891,1801.11,
461.672,1830.42,
489.308,1859.16,
514.128,1890.31,
91.5103,1373.32,
191.118,1497.35,
266.178,1582.53,
365.964,1704.91,
365.136,1703.9,
467.053,1824.31,
571.844,1943.84,
155.748,1423.21,
249.951,1539.59,
317.855,1617.21,
414.004,1731.58,
481.165,1807.68,
481.139,1807.65,
580.309,1919.74,
642.301,1994.63,
713.131,2067.95,
712.919,2071.49,
712.785,2076.34,
712.538,2080.32,
711.662,2085.32,
712.578,2090.92,
715.18,2095.03,
715.453,2101.86,
717.371,2107.17,
719.366,2113.78,
722.44,2120.7,
725.5,2127.85,
728.637,2135.29,
732.118,2143.73,
737.218,2149.38,
743.444,2156.14,
3305.06,266.395,
3342.43,232.941,
3379.8,199.488,
3416.35,165.307,
3453.84,131.821,
3491.08,99.4012,
3528.44,65.9482,
3565.79,32.4954,
3602.32,-1.68363,
3640.49,-34.4099,
3677.01,-68.5887,
3714.48,-102.072,
3755.37,-132.622,
3772.64,-168.2,
3837.34,-213.147,
3900.43,-256.425,
3951.47,-295.37,
4009.8,-337.096,
4055.5,-372.428,
4110.85,-414.259,
4152.47,-447.653,
4144.77,-442.722,
3923.93,-302.855,
3971.47,-332.228,
4001.75,-356.314,
4043.61,-383.184,
4068.61,-403.934,
4105.37,-429.414,
4126.59,-447.241,
4158.46,-468.974,
4158.46,-468.974,
4030.33,-381.231,
4052.43,-397.445,
4086.09,-418.417,
4107.89,-433.694,
4140.27,-455.544,
4140.27,-455.544,
4014.48,-370.486,
4037.45,-387.44,
4071.98,-408.911,
4094.2,-424.865,
4129.86,-441.879,
4129.46,-441.676,
4141.64,-447.01,
4155.41,-451.315,
4157.95,-449.816,
4161.46,-447.841,
4164.07,-448.189,
4168.55,-448.144,
4173.6,-447.537,
4177.12,-448.914,
4182.05,-449.047,
4196.8,-438.057,
4220.24,-410.992,
4792.18,-1571.68,
4761.53,-1603.9,
4728.1,-1636.62,
4693.55,-1674.12,
4657.96,-1712.91,
4616.79,-1749.47,
4569.24,-1799.2,
4517.21,-1859.75,
4471.82,-1933.68,
4434.5,-1979.09,
4399.53,-2028.75,
4365.14,-2066.2,
4330.74,-2103.68,
4296.52,-2140.37,
4262.97,-2178.37,
4228.68,-2215.35,
4194.35,-2251.25,
4160.97,-2288.36,
4126.58,-2325.48,
4092.18,-2362.6,
4055.24,-2397.96,
4013.87,-2444.28,
3970.89,-2497.92,
3927.56,-2562.79,
3892.81,-2613.51,
3855.4,-2662.22,
3821.08,-2707.25,
3784.15,-2762.85,
3753.02,-2802.45,
3716.85,-2851.35,
3688.1,-2889.25,
3653.58,-2933.05,
3627.82,-2966.19,
3594,-3005.73,
3595.52,-3003.85,
3539.96,-3065.98,
3539.96,-3065.98,
3520.14,-3088.05,
3491.26,-3118.36,
3472.88,-3140.26,
3683.24,-2881.37,
3661.9,-2912.8,
3645.71,-2932.38,
3623.37,-2963.05,
3600.17,-2993.25,
3600.17,-2993.25,
3576.07,-3022.99,
3558.73,-3044.02,
3533.84,-3072.51,
3508.65,-3102.65,
3500.12,-3115.25,
3489.16,-3128.68,
3486.35,-3135.62,
3482.62,-3144.22,
3476.11,-3154.64,
3467.48,-3168.21,
3457.38,-3184.35,
3444.96,-3200.49,
3430.94,-3220.32,
3416.87,-3240.36,
3569.5,-3066.68,
3543.36,-3091.82,
3510.27,-3128.42,
3463.18,-3181.19,
3465.42,-3178.63,
3423.11,-3231.04,
3402.74,-3258.02,
2378.15,-3584.16,
2350.84,-3558.34,
2321.43,-3529.67,
2289.22,-3499.03,
2255.84,-3466.5,
2219.6,-3431,
2180.85,-3395.42,
2142.17,-3359.85,
2103.57,-3324.27,
2066.71,-3283.04,
2017.73,-3235.76,
1957.59,-3187.08,
1884.73,-3138.47,
1816.82,-3094.2,
1774.33,-3061.32,
1726.98,-3027.54,
1694.18,-2995.48,
1656.38,-2961.91,
1619.05,-2928.48,
1583.46,-2894.21,
1545.75,-2860.65,
1508.5,-2827.22,
1472.35,-2793.76,
1435.43,-2759.39,
1398.02,-2726.86,
1360.82,-2692.43,
1324.84,-2658.96,
1288.09,-2624.59,
1251.54,-2591.24,
1213.79,-2557.62,
1180.06,-2519.81,
1137.28,-2480.68,
1081.75,-2443.81,
1037.85,-2410.31,
1000.78,-2376.46,
963.912,-2343.63,
926.374,-2309.69,
891.061,-2276.95,
854.17,-2243.11,
817.217,-2209.25,
779.927,-2176.33,
744.559,-2142.55,
707.849,-2109.71,
671.082,-2075.85,
633.707,-2041.91,
598.631,-2009.13,
561.876,-1975.26,
526.027,-1939.84,
485.149,-1901.98,
433.017,-1866.8,
387.571,-1832.88,
352.17,-1799.57,
313.426,-1765.74,
276.981,-1733.12,
239.994,-1699.71,
202.211,-1665.17,
165.782,-1632.55,
127.231,-1599.75,
91.6787,-1565.4,
53.0317,-1532.59,
13.3549,-1501.2,
-4.32084,-1464.24,
-63.7805,-1424.26,
-123.883,-1385.76,
-180.057,-1347.4,
-224.739,-1313.7,
-278.597,-1275.57,
-329.711,-1238.44,
-368.71,-1207.97,
-416.475,-1171.47,
-461.326,-1134.63,
-503.284,-1099.81,
-535.104,-1071.42,
-531.878,-1074.43,
-570.197,-1039.58,
-604.215,-1003.87,
-408.026,-1161.54,
-434.874,-1142.61,
-461.418,-1123.06,
-479.042,-1109.32,
-504.564,-1088.2,
-504.564,-1088.2,
-530.732,-1066.83,
-435.344,-1141.06,
-461.982,-1121.34,
-461.523,-1121.65,
-489.42,-1105.08,
-500.918,-1098.62,
-514.054,-1091.38,
-518.481,-1091.38,
-524.664,-1088.97,
-532.434,-1085.82,
-540.503,-1080.64,
-550.965,-1075.34,
-562.733,-1069,
-575.006,-1060.98,
-588.501,-1051.98,
-603.29,-1041.94,
-620.516,-1031.75,
-636.78,-1019.27,
-654.279,-1006.79,
-674.461,-991.949,
-1060.68,-41.007,
-1010.54,9.66903,
-956.27,73.9799,
-905.316,152.513,
-860.508,225.79,
-824.502,272.074,
-791.329,319.434,
-759.136,353.783,
-723.985,389.972,
-689.555,428.453,
-656.28,465.047,
-621.003,502.795,
-586.704,539.399,
-553.302,577.58,
-519.01,613.999,
-484.59,652.2,
-446.808,686.646,
-404.631,731.64,
-360.583,786.723,
-317.181,851.864,
-280.718,902.54,
-245.738,956.736,
-216.127,987.336,
-185.038,1021.31,
-151.702,1059.36,
-118.601,1095.52,
-85.2969,1133.45,
-51.1657,1169.7,
-17.8319,1207.74,
15.269,1243.87,
48.5726,1281.78,
82.703,1318,
116.034,1356.03,
149.109,1392,
183.467,1430.13,
216.57,1466.19,
249.899,1504.2,
282.977,1540.13,
317.331,1578.24,
350.435,1614.26,
383.024,1653.09,
416.106,1688.98,
451.195,1726.24,
483.564,1763.06,
517.628,1800.19,
549.976,1836.88,
584.323,1874.96,
617.435,1910.89,
650.737,1948.74,
684.872,1984.76,
718.195,2022.7,
751.312,2058.59,
784.614,2096.42,
818.753,2132.38,
852.074,2170.3,
885.198,2206.13,
918.501,2243.95,
952.646,2279.85,
985.966,2317.75,
1019.1,2353.52,
1051.66,2392.21,
1089.09,2426.37,
1125.88,2468.7,
1164.8,2520.99,
1206.09,2580.96,
1244.49,2637.68,
1280.22,2684.61,
1313.44,2728.54,
1350.76,2780.81,
1387.32,2829.7,
1419.13,2867.52,
1448.84,2904.15,
1484.13,2946.36,
1519.66,2986.86,
1516.83,2983.78,
1543.85,3014.08,
1578.21,3049.19,
1412.42,2838.5,
1425.81,2855.86,
1445.24,2884,
1465.92,2912.64,
1480.1,2929.41,
1480.1,2929.41,
1523.78,2983.29,
1523.78,2983.29,
1538.09,3001.51,
1464.56,2910.94,
1478.15,2928.66,
1500.54,2956.3,
1500.12,2955.78,
1512.56,2973.79,
1526.58,2994.06,
1525.29,2998.39,
1526.84,3003.4,
1528.89,3010.18,
1533.34,3018.62,
1537.29,3026.74,
1541.7,3037.57,
1549.05,3049.19,
1557.53,3061.17,
1565.96,3075.31,
1575.51,3089.8,
1586.34,3106.81,
1598.7,3123.15,
1611.54,3141.61,
2569.24,3486.81,
2608.39,3452.09,
2647.12,3415.43,
2683.85,3374.12,
2733.39,3324.88,
2795.56,3274.9,
2871.46,3226.75,
2926.66,3186.77,
2987.71,3148.36,
3019.06,3119.05,
3053.17,3086.79,
3089.59,3053.46,
3127.86,3018.95,
3164.2,2985.62,
3202.4,2951.11,
3239.04,2917.7,
3275.32,2883.36,
3313.42,2848.86,
3349.52,2815.52,
3387.54,2781.02,
3423.54,2747.67,
3461.47,2713.18,
3497.79,2679.76,
3533.73,2645.39,
3570.39,2609.24,
3614.07,2568.32,
3665.92,2526.69,
3729.12,2486.92,
3783.6,2449.68,
3829.3,2414.94,
3865.18,2381.91,
3903.25,2347.59,
3939.6,2314.44,
3977.02,2280.96,
4012.86,2247.92,
4051.77,2214.33,
4088.09,2181.18,
4124.99,2147.82,
4162.81,2114.55,
4199.34,2080.35,
4235.12,2047.3,
4274.01,2013.71,
4310.29,1980.56,
4347.66,1947.08,
4383.4,1914.04,
4421.41,1879.72,
4458.54,1847.29,
4494.46,1813.2,
4532.24,1779.93,
4569.57,1746.46,
4605.24,1713.4,
4643.21,1679.09,
4680.32,1646.65,
4716.72,1612.45,
4752.34,1579.38,
4791.09,1545.83,
4827.47,1511.62,
4863.97,1479.28,
4901.89,1444.97,
4938.04,1411.8,
4973.78,1377.69,
5012.42,1345.15,
5048.24,1309.26,
5090.59,1271.64,
5139.88,1232.36,
5188.94,1195.68,
5245.81,1157.07,
5301.37,1118.91,
5355.89,1081.73,
5398.36,1048.28,
5445.27,1012.36,
5494.95,974.556,
5530.18,945.593,
5571.72,909.211,
5612.19,872.5,
5608.76,875.797,
5639.33,848.875,
5674.76,813.11,
5469.94,975.705,
5497.7,956.752,
5515.86,943.211,
5542.51,922.735,
5568.85,901.555,
5568.85,901.555,
5587.48,887.388,
5613.69,864.971,
5526.05,936.589,
5542.77,922.587,
5542.77,922.587,
5570.74,901.334,
5596.87,879.213,
5614.37,867.121,
5624.58,861.558,
5637.51,853.219,
5643.06,852.075,
5649.77,850.377,
5657.19,846.763,
5667.49,841.884,
5678.19,835.398,
5689.16,828.843,
5703.02,820.598,
5716.08,810.946,
5731.44,801.607,
5748.56,789.689,
5765.93,777.333,
6066.03,-148,
4210.91,593.861,
4336.07,502.253,
4471.19,418.299,
4623.57,341.407,
4600.45,295.435,
4559.16,252.02,
4525.7,216.357,
4506.4,190.486,
4499.46,176.26,
4486.82,153.542,
4453.28,118.149,
4417.51,78.617,
4381.32,37.8195,
4344.81,-1.18171,
4307.64,-41.0328,
4271.98,-80.6084,
4236.39,-120.159,
4200.88,-159.686,
4164.39,-198.797,
4129.38,-238.035,
4092.72,-277.724,
4057.47,-317.152,
4021.26,-356.156,
5196.37,-1121.01,
5156.22,-1164.55,
5115.75,-1216.88,
5073.97,-1279.44,
5035.91,-1340.86,
5005.33,-1379.3,
4972.75,-1423.38,
4941.21,-1456.77,
4907.57,-1493.73,
4873.39,-1532.37,
4840.53,-1568.87,
4807.57,-1606.73,
4773.39,-1645.37,
4739.89,-1680.84,
4705.85,-1718.98,
